Text,agg_Label,Cluster,Predicted Sentiment,Real Sentiment
still lived way could pop see dont cant,0,Cluster 1,Negative,Neutral
want monte cristo sandwich sooo bad,0,Cluster 1,Negative,Positive
grrr people suck cry animals die nature shows people sick hunting endangered species,0,Cluster 1,Negative,Negative
clue wtf im,0,Cluster 1,Negative,Negative
moshing fall boy confetti bears falling sky,0,Cluster 1,Negative,Neutral
licking chocolate crumbs twirl wrapper like zammo smack,0,Cluster 1,Negative,Neutral
love ignored except yelled love life,0,Cluster 1,Negative,Positive
demi super girl dont like french fans,0,Cluster 1,Negative,Positive
ive week toobut biology exams revise bones time limited,0,Cluster 1,Negative,Neutral
miss yes im usually free pag dinner rarely day basta text text,0,Cluster 1,Negative,Neutral
southland wk,0,Cluster 1,Negative,Neutral
watching bruce almighty,0,Cluster 1,Negative,Neutral
dohforgot ferry turns around going much sitting sun side deck closed,0,Cluster 1,Negative,Neutral
noooooo worst news ever today tattoo artist moving omg going,0,Cluster 1,Negative,Neutral
theheck haha lol english work doo college,0,Cluster 1,Negative,Positive
want ben jerrys lol tweet people im bored,0,Cluster 1,Negative,Positive
time work,0,Cluster 1,Negative,Neutral
btw,0,Cluster 1,Negative,Neutral
thanks decided give old hq go account scoundrels,0,Cluster 1,Negative,Neutral
liesboystell buzy week,0,Cluster 1,Negative,Neutral
omg star wars day may fourth everyone calls watch least film tonight,0,Cluster 1,Negative,Neutral
didnt leave voicemail inlove,0,Cluster 1,Negative,Neutral
hehe true wonder come,0,Cluster 1,Negative,Neutral
sure would like cream right,0,Cluster 1,Negative,Positive
im home night pub,0,Cluster 1,Negative,Neutral
easyjust turn keyboard upside,0,Cluster 1,Negative,Neutral
amazing concert got really good video pictures,0,Cluster 1,Negative,Positive
kind coach would didnt read tweets still waiting nondried afro picture,0,Cluster 1,Negative,Neutral
everyone left gone bed,0,Cluster 1,Negative,Neutral
meeting yay work,0,Cluster 1,Negative,Positive
time kathleen go bed waaaaay past time dont expect hear noon lol blessed morning,0,Cluster 1,Negative,Neutral
beckwith cant good twittering instead watching,0,Cluster 1,Negative,Neutral
joyner cant even tell done professionally,0,Cluster 1,Negative,Neutral
misses phone service sucks,0,Cluster 1,Negative,Negative
im proud,0,Cluster 1,Negative,Positive
work ohwell need money,0,Cluster 1,Negative,Neutral
holy time go gta sucked away life wasted whole week wish self control,0,Cluster 1,Negative,Neutral
watched today show didnt see though,0,Cluster 1,Negative,Neutral
pub crawling ne pdx,0,Cluster 1,Negative,Neutral
cat died kidney failure math test day needs get better,0,Cluster 1,Negative,Positive
waaaaaaaa kicked us bank getting monday omg chilito,0,Cluster 1,Negative,Neutral
going cincinnati day sundayvisitin old friendbrother korea date someone special,0,Cluster 1,Negative,Neutral
got home staceys lovely wedding,0,Cluster 1,Negative,Neutral
probably going miss silverstones race season iracing sad track pure laser scanned awesomeness,0,Cluster 1,Negative,Neutral
couldnt eat nuggets finish,0,Cluster 1,Negative,Neutral
friday friday morning ugh,0,Cluster 1,Negative,Neutral
linda mean last post doesnt sound good,0,Cluster 1,Negative,Neutral
working day weekend aah well another one coming weeks,0,Cluster 1,Negative,Neutral
thanks couldnt find way around itunes though found little app called switch job nicely,0,Cluster 1,Negative,Neutral
hi lyndon get pm monday may mail via tasmania dm,0,Cluster 1,Negative,Neutral
haha kk tell u remember,0,Cluster 1,Negative,Positive
ordering pizzas watching diggnation trying tweetdeck good,0,Cluster 1,Negative,Neutral
hehe,0,Cluster 1,Negative,Neutral
im sorry youre best day neither though working tonight,0,Cluster 1,Negative,Neutral
awww still im going look though,0,Cluster 1,Negative,Neutral
eating zippys candace,0,Cluster 1,Negative,Neutral
nope ti looks super sweet,0,Cluster 1,Negative,Positive
watching two half men work experience tomorrow,0,Cluster 1,Negative,Neutral
dropped new mobile loo fingers crossed works still mths left contract,0,Cluster 1,Negative,Neutral
cant wait come home miss bubba bad parents taking canada,0,Cluster 1,Negative,Neutral
george b shaw apparently wrote words day sure practice works comes nd nature,0,Cluster 1,Negative,Neutral
understand,0,Cluster 1,Negative,Neutral
ahh thats fun work last night party went movies today see wolverine good weekend,0,Cluster 1,Negative,Neutral
ive dead past daysthe flu sucks,0,Cluster 1,Negative,Negative
dont make sad agree tho need sas magical lyrics,0,Cluster 1,Negative,Neutral
comes sun comes sun say right,0,Cluster 1,Negative,Neutral
woot favourtie well second favourite episode came tow ross rachel know,0,Cluster 1,Negative,Neutral
looks great morning already,0,Cluster 1,Negative,Positive
haha thanks,0,Cluster 1,Negative,Positive
la fitness work right nowpretty busy morning,0,Cluster 1,Negative,Neutral
omg found thnx,0,Cluster 1,Negative,Neutral
gays made tonight,0,Cluster 1,Negative,Neutral
rest peace marshall,0,Cluster 1,Negative,Positive
life exhilerating family kingdom good summer sport swimming ocean night kristin,0,Cluster 1,Negative,Neutral
proud seriously thinking joining next year got get training,0,Cluster 1,Negative,Neutral
im going lie im loving ace cakes wooop lost,0,Cluster 1,Negative,Neutral
morrissey cure jealous slash tyres way hope enjoy wish cuold go way,0,Cluster 1,Negative,Positive
haha bet settled bad,0,Cluster 1,Negative,Positive
thinking con law fighting headache paying bills,0,Cluster 1,Negative,Neutral
good morning thanks retweet,0,Cluster 1,Negative,Positive
leather jacketsuncomfortablenot thing,0,Cluster 1,Negative,Neutral
need simple reminderthx,0,Cluster 1,Negative,Neutral
happy cause voice back,0,Cluster 1,Negative,Positive
kill im sick n friday night,0,Cluster 1,Negative,Negative
guess ill since cant really decide one choose,0,Cluster 1,Negative,Neutral
playing pet society,0,Cluster 1,Negative,Neutral
something like,0,Cluster 1,Negative,Positive
think may broke toe bar tonightthanks drunk girl steppin,0,Cluster 1,Negative,Neutral
lol sed want ach dress reason pleaseeeeeeeeeeeeee im bored lol,0,Cluster 1,Negative,Positive
oh lovely one thing mums great sounds yummy makin hungry lol p,0,Cluster 1,Negative,Positive
good night everybody love u phillip xo,0,Cluster 1,Negative,Positive
yes im originally argentina mystic bientt de te lire quincy,0,Cluster 1,Negative,Neutral
oh man going connect old school nintendo play mario games bag got ta search,0,Cluster 1,Negative,Neutral
idiotattoveliden thnks follow tove ddoodm idiot,0,Cluster 1,Negative,Neutral
get free chocolate still havent gotten email,0,Cluster 1,Negative,Neutral
cool thanks response ill check firefox,0,Cluster 1,Negative,Positive
good morning sunshine sleepytown sleepy,0,Cluster 1,Negative,Positive
yeah ford focus titanium get helicopter add topend luxury models unfortunately,0,Cluster 1,Negative,Neutral
ive worked finger tips bare today coding got,0,Cluster 1,Negative,Neutral
need sleeping im even tired,0,Cluster 1,Negative,Neutral
hehe yeah would totally write xd,0,Cluster 1,Negative,Positive
sgt hughes bacteria meningitis disinfected female latrine im writing essay meningitis sgt ski,0,Cluster 1,Negative,Neutral
includes chotachota stuff released reflexie arcade,0,Cluster 1,Negative,Neutral
followers went id follow back cant anything till get interwebnet want followers im interesting,0,Cluster 1,Negative,Neutral
dammit lets private session,0,Cluster 1,Negative,Neutral
photo great night httptumblrcomxmopgymj,0,Cluster 1,Negative,Positive
bba ooh nice well guess nice moment windy rainy like rain,0,Cluster 1,Negative,Positive
love haaaaair,0,Cluster 1,Negative,Positive
awww poor jayk try make drive funand eat something soonhave great show tonight wish could goi live far,0,Cluster 1,Negative,Neutral
think im break heart emo sounds meh,0,Cluster 1,Negative,Neutral
need play infamous wheres free blockbuster rental coupon need one miss coke reward,0,Cluster 1,Negative,Positive
sickkkk need,0,Cluster 1,Negative,Neutral
going fail art final fml far worst semester life school wise otherwise best,0,Cluster 1,Negative,Positive
somehow alarm became hour fast came realize leaving house feels good early start,0,Cluster 1,Negative,Neutral
seriously dont like girls,0,Cluster 1,Negative,Negative
fun haha guy american rejects looks like hes crack,0,Cluster 1,Negative,Positive
time wind relax little change world little twitter evening rest others,0,Cluster 1,Negative,Neutral
dont either,0,Cluster 1,Negative,Neutral
hahaha im driving leave roundabouts wake tomorrow arrive proximately hrs see ya tmw,0,Cluster 1,Negative,Neutral
nawill keep turns odd nugget wisdom,0,Cluster 1,Negative,Positive
manim loss wordslooks like ima get unexpected graduation giftin good way,0,Cluster 1,Negative,Neutral
watched mall cop wasnt funny wasnt bad guess kinda wish still worked movie theater,0,Cluster 1,Negative,Neutral
booo finally could get back internet went,0,Cluster 1,Negative,Neutral
goodnight lolsz,0,Cluster 1,Negative,Neutral
well gracias haha plays,0,Cluster 1,Negative,Positive
sounds like scariest zombie dream ever,0,Cluster 1,Negative,Positive
see october love new book whens next one,0,Cluster 1,Negative,Neutral
lolol think funny people think youre lieing real john barrowman,0,Cluster 1,Negative,Neutral
thanks darling girl,0,Cluster 1,Negative,Positive
experiencing unique winnipeg tradition known social trying pace,0,Cluster 1,Negative,Neutral
miss daddy,0,Cluster 1,Negative,Negative
stranded delhi airport flight delayed,0,Cluster 1,Negative,Neutral
hey dude turned flyer youre poser nice,0,Cluster 1,Negative,Neutral
came back bishopstorford went aunts wedding party way fun got see cousins years,0,Cluster 1,Negative,Neutral
must fool twitterland doesnt get retweet sadsville,0,Cluster 1,Negative,Neutral
presentation went well yes also met buch cool people checked portfolio nice workdetails projects,0,Cluster 1,Negative,Neutral
except fact raining since wednesday supposed stop till monday ew,0,Cluster 1,Negative,Neutral
back home preheatin oven popping pizza,0,Cluster 1,Negative,Neutral
u guys soo unfair smh,0,Cluster 1,Negative,Negative
one go spring show,0,Cluster 1,Negative,Neutral
im considering buying one hence monk look httpbitlyvbzg,0,Cluster 1,Negative,Neutral
days left offf httpwwwofffws oeiras portugal see,0,Cluster 1,Negative,Neutral
idea offhand keep tweeting crowdsourcing graphics im sure someone tell,0,Cluster 1,Negative,Neutral
writing tape hoursnz,0,Cluster 1,Negative,Neutral
feelin little blue tonight love might good,0,Cluster 1,Negative,Positive
everything good except neck shot steves back head shots,0,Cluster 1,Negative,Neutral
got firefox working get back bookmarks,0,Cluster 1,Negative,Neutral
nickj umnicks voicesmileeyeslaughand hes great rolemodel,0,Cluster 1,Negative,Neutral
dear astop snoring b move middle bed please,0,Cluster 1,Negative,Neutral
nothing tonight,0,Cluster 1,Negative,Neutral
way burial,0,Cluster 1,Negative,Neutral
feeling better hon,0,Cluster 1,Negative,Positive
spendin time ant hes gone night,0,Cluster 1,Negative,Neutral
yahoo volleyball hiking eating fish eye witnessing sleeping beach jumping rocks hanging jurassic park filmed,0,Cluster 1,Negative,Neutral
hours sleeping time bed alaskaso far good,0,Cluster 1,Negative,Neutral
watching nemecek go computer fun lol keed norms fun,0,Cluster 1,Negative,Positive
party moved next weekend stupid weather,0,Cluster 1,Negative,Positive
listening prima j rockstar dang catchyy,0,Cluster 1,Negative,Neutral
thankyou garner suggested fannie bay darwin,0,Cluster 1,Negative,Neutral
well miss think would really like retrina,0,Cluster 1,Negative,Positive
presenting todayhope leads ability move one day,0,Cluster 1,Negative,Neutral
avatarcamp photos perhaps lol itching see,0,Cluster 1,Negative,Neutral
feelin hot,0,Cluster 1,Negative,Neutral
mejer couldnt remember different cords meant lost half leaving graduation anyway,0,Cluster 1,Negative,Neutral
spent hour morning going yearbooks see senior started harleton speech boring,0,Cluster 1,Negative,Neutral
work,0,Cluster 1,Negative,Neutral
mobile phone checkin another fail americans service came close crashed gate im,0,Cluster 1,Negative,Neutral
last day im la sad,0,Cluster 1,Negative,Neutral
oops againreally shouldnt,0,Cluster 1,Negative,Neutral
continue dramathon episode come,0,Cluster 1,Negative,Neutral
college cops get suspicious see one person group together,0,Cluster 1,Negative,Neutral
im feeling nostalgic im sad happy dont feel time feels love,0,Cluster 1,Negative,Positive
heavy rain weve wk,0,Cluster 1,Negative,Neutral
yay boxing although boxing sparring eating spend rest evening troubleshooting java code hw,0,Cluster 1,Negative,Neutral
suppose certain charm id personally hold motorola track phone like phones chunky,0,Cluster 1,Negative,Neutral
mean jorx,0,Cluster 1,Negative,Neutral
hope rerun nerdprom later sounds like theyre lots fun thanks playbyplay,0,Cluster 1,Negative,Positive
room warm windows open im still cooking,0,Cluster 1,Negative,Neutral
good morning aww sorry stuck airport hours,0,Cluster 1,Negative,Positive
yeah least try good night visit chiro tmrw,0,Cluster 1,Negative,Neutral
sooo gooooood wood ranch bbq time dian deng pao,0,Cluster 1,Negative,Neutral
wish could commencement yr wonder theyre really going protest,0,Cluster 1,Negative,Neutral
never part follow fridays,0,Cluster 1,Negative,Neutral
heard slutted im totally jealz missed maybe next time,0,Cluster 1,Negative,Neutral
poor buddy teased mini puggy think need pughug,0,Cluster 1,Negative,Neutral
dont rub,0,Cluster 1,Negative,Neutral
married silly man done long ago read tweets barely escaped wout paying alimony,0,Cluster 1,Negative,Neutral
cant wait definately going amazing michelle,0,Cluster 1,Negative,Neutral
reminising wonderful day yesterday family love nothing like shooting basketball men life,0,Cluster 1,Negative,Positive
guess go girlie im still gym work,0,Cluster 1,Negative,Neutral
doesnt show people conservative blackjack,0,Cluster 1,Negative,Neutral
operation mischevious pinwheel commence min lol waiting ed show,0,Cluster 1,Negative,Neutral
