text,cleaned_text,labels
 ur linky no worky,ur linky worky,1
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,lonely days baguio httpplurkcompxapl,1
i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,im kinda sad alone time miss brother friends suck mean one even called weeks,1
"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that`s too harrd",cont small children puppies cleche sarcasm annoying bcreative thats harrd,1
phones about to die  ttfn!,phones die ttfn,1
R-T  30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,rt cool things successful entrepreneurs httpbitlywiq please share,1
"Going lay down, I`ll get up officially @ 1! Yes 1! lol Good(night) again!",going lay ill get officially yes lol goodnight,2
 _langley Hi guys! Guess who has Twitter on her phone now? Me!,langley hi guys guess twitter phone,1
time to go to bed... and hopefully wake up to a better day  niiiiiiiights yall,time go bed hopefully wake better day niiiiiiiights yall,1
woo exams nxt wk,woo exams nxt wk,1
http://twitpic.com/67ykl - The stolen purse -- when it was new from the store...see tags still on it,httptwitpiccomykl stolen purse new storesee tags still,1
I would of won that contest if I weren`t to have chickened out,would contest werent chickened,1
"btw , , , and , i ordered some of yer merch yesterday.!  <33333333333",btw ordered yer merch yesterday,1
  awwwww i`m such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,awwwww im scifi geek starwars ten commandments us geeks,1
i dont get it,dont get,1
back from the city... breakfast time,back city breakfast time,1
Happy mothers day to all the mommies,happy mothers day mommies,0
 girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,girl blunt soooooooo thoughts right absolutly great day stressorscome home,1
 **** **** and blast!  I`m at LMHR tomorrow and Sam out   Who is running it?  I could see if she could join next week?,blast im lmhr tomorrow sam running could see could join next week,1
http://twitpic.com/676hv - R.I.P Fristy just thinking abt her,httptwitpiccomhv rip fristy thinking abt,1
 one thing is good enough for me. friendship retained!,one thing good enough friendship retained,1
 yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,yep trying beat cold winter morning swim always refreshing good start day,1
"Okay, now I`m listening to Jonathan Coulton and working. Woo.",okay im listening jonathan coulton working woo,1
i can`t find my tennis racket!!,cant find tennis racket,1
dual reject ...  http://tinyurl.com/mfm7tl,dual reject httptinyurlcommfmtl,1
 you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,old youre comfy like worn sweats said love sarcastic heart muster,1
_fam lol it`s coming up too  probably mid june early julyish???,fam lol coming probably mid june early julyish,1
is feeling very happy despite the amount of work that i need to do today!!! Happy times,feeling happy despite amount work need today happy times,1
So sleepy again and it`s not even that late. I fail once again.,sleepy even late fail,1
Just Finished My English Final...Just One Step Closer To The End.,finished english finaljust one step closer end,1
I`M FEELING GREAT!,im feeling great,1
joe: 2.30pm Kevin pics up a new pair of pjs :`) PMSL i could have died!!! lmfaoo :`) I MISS MY BOYS,joe pm kevin pics new pair pjs pmsl could died lmfaoo miss boys,1
 heyyy you  LOL wassup mamas?,heyyy lol wassup mamas,1
 awlll mann  we should meet up this summa or something!,awlll mann meet summa something,1
 And what`s your blog entry about?,whats blog entry,1
 what`s wrong?  maybe I can help?,whats wrong maybe help,1
is chilling at home,chilling home,1
no Santa cruz for me  but I do have an interview at jamba tomorrow morning (:,santa cruz interview jamba tomorrow morning,1
in the mood to listen to some Reg stuff  (Sir told me: U used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),mood listen reg stuff sir told u used huge fan mine seems youve forgotten songs,1
aaaaaaaaaaa McFly,aaaaaaaaaaa mcfly,1
"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water",bitten blood cat way rabies bacterin seems shots months never wash cats home hate water,1
 goodnight lovely,goodnight lovely,1
Another two hours of work. Ugh. It goes by so slow. And im sore,another two hours work ugh goes slow im sore,1
bowling with cousins  awesome,bowling cousins awesome,1
http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,httptwitpiccomwb got ta show monday hopefully head better,1
 i miss yoooouuuu!!!!,miss yoooouuuu,1
 Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,hey mary twitter karishmaa luvv youu,1
 u said u was gonna follow  its nita from ur live chat,u said u gon na follow nita ur live chat,1
would like a hug and a kiss from Eric. Long distances really really stink,would like hug kiss eric long distances really really stink,1
This is not fair... bath again....,fair bath,1
 pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,pleaseeeee thing wanted birthdayyyy please say happy birthday,1
 I shall annoyingly tweet at you tomorrow.,shall annoyingly tweet tomorrow,1
"Aww, no one`s on MSN",aww ones msn,1
 I feel almost empty inside today.  Not a good feeling.,feel almost empty inside today good feeling,1
schade  #tv_addict,schade tvaddict,1
i dont feel good! sick to my stomach,dont feel good sick stomach,1
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,loves way sky looks ie cloud would mean ultra hot outside httpplurkcomprpbt,1
" my husband wears the same shirt all the time, think you can send some of that this way??",husband wears shirt time think send way,1
 How could you go to Cali without me??? I`m sad.,could go cali without im sad,1
 would love to hear all of this from a Nokia perspective...,would love hear nokia perspective,1
_liv_lyf good to hear! Just in time for the weekend. I`ll be working though,livlyf good hear time weekend ill working though,1
has sent Ben off to do the weekly shop  woo! xxxxx,sent ben weekly shop woo xxxxx,1
 Not by choice.  I have to use it for that one project that never ends!,choice use one project never ends,1
 It wouldn`t let me download it cos it said I`m the UK. I had a little cry.,wouldnt let download cos said im uk little cry,1
making Shell join twitter so I have a follower,making shell join twitter follower,1
"Umm. What do we have here? Apple pie, check. Cupcakes, check. Green tea, check. Coffee, check. Then we`re ready for tea time",umm apple pie check cupcakes check green tea check coffee check ready tea time,1
"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",um cant write tonight like want write yet nothing,1
has now found a bug in the RHEL5 bnx2 driver   Cant handle high packets per second (> 50k),found bug rhel bnx driver cant handle high packets per second k,1
 you mum sounds so humble ! what a sweet thing to ask for,mum sounds humble sweet thing ask,1
Getting ready 2 leave 2 a girl scout metting..Don`t feel like it but I have 2.....,getting ready leave girl scout mettingdont feel like,1
 u already took da pic with out me,u already took da pic,1
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,met one nerdiest servers chilis today lol awesome favorite,1
" Yeh I suppose, but its not the same you know? To me Henry isn`t really a gunner any more",yeh suppose know henry isnt really gunner,1
 Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.,surely knew hand good book hand held essential psps unless charger,1
" yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",yeah teased boofy bitim buying red hair extensions btw,1
The Eagles make saturday nights so much better.,eagles make saturday nights much better,1
gah. how am i supposed to study when all i do is sneeze and get even more tired.,gah supposed study sneeze get even tired,1
Inspite of the spams.. I can`t stop losing this twittergadget. I love twitting from Gmail,inspite spams cant stop losing twittergadget love twitting gmail,1
is off to Body Power Expo! Thanks to Mike at Performance Network for the free tix!,body power expo thanks mike performance network free tix,1
 Thank you  ****,thank,1
Happy mother`s day everyone!,happy mothers day everyone,0
Scratch that. Now we`re watching `marley and me`. Thinking I could stay awake better for this one.,scratch watching marley thinking could stay awake better one,1
 Are you shattered after that long week?  Thats a pity about tomorrow night,shattered long week thats pity tomorrow night,1
just played volleyball?,played volleyball,1
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",mile run meter swim things looking better better laying bike today,1
"_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  ****",skies cus got much attention end shes embarrased think got outta hand bit poor girl,1
